,pokemon_name,params,ranking,param_name,rate
410,サーフゴー,同じチーム,5,ディンルー,-1
411,サーフゴー,同じチーム,6,テツノツツミ,-1
412,サーフゴー,同じチーム,7,ヒードラン,-1
413,サーフゴー,同じチーム,8,ランドロス,-1
414,サーフゴー,同じチーム,9,ガチグマ,-1
415,サーフゴー,同じチーム,10,ヘイラッシャ,-1
416,サーフゴー,倒したポケモン,1,ハバタクカミ,-1
417,サーフゴー,倒したポケモン,2,カイリュー,-1
418,サーフゴー,倒したポケモン,3,テツノツツミ,-1
419,サーフゴー,倒したポケモン,4,パオジアン,-1
420,サーフゴー,倒したポケモン,5,ウーラオス,-1
421,サーフゴー,倒したポケモン,6,ディンルー,-1
422,サーフゴー,倒したポケモン,7,ヒードラン,-1
423,サーフゴー,倒したポケモン,8,ガチグマ,-1
424,サーフゴー,倒したポケモン,9,サーフゴー,-1
425,サーフゴー,倒したポケモン,10,オオニューラ,-1
426,サーフゴー,倒したわざ,1,シャドーボール,43.3
427,サーフゴー,倒したわざ,2,ゴールドラッシュ,37.3
428,サーフゴー,倒したわざ,3,たたりめ,5.3
429,サーフゴー,倒したわざ,4,１０まんボルト,4.5
430,サーフゴー,倒したわざ,5,テラバースト,3.0
431,サーフゴー,倒したわざ,6,サイコショック,2.6
432,サーフゴー,倒したわざ,7,きあいだま,1.8
433,サーフゴー,倒したわざ,8,マジカルシャイン,0.7
434,サーフゴー,倒したわざ,9,パワージェム,0.7
435,サーフゴー,倒したわざ,10,ラスターカノン,0.5
436,サーフゴー,倒されたポケモン,1,ハバタクカミ,-1
437,サーフゴー,倒されたポケモン,2,パオジアン,-1
438,サーフゴー,倒されたポケモン,3,カイリュー,-1
439,サーフゴー,倒されたポケモン,4,ウーラオス,-1
440,サーフゴー,倒されたポケモン,5,ガチグマ,-1
441,サーフゴー,倒されたポケモン,6,テツノツツミ,-1
442,サーフゴー,倒されたポケモン,7,ヒードラン,-1
443,サーフゴー,倒されたポケモン,8,ウーラオス,-1
444,サーフゴー,倒されたポケモン,9,サーフゴー,-1
445,サーフゴー,倒されたポケモン,10,ランドロス,-1
446,サーフゴー,倒されたわざ,1,じしん,14.7
447,サーフゴー,倒されたわざ,2,シャドーボール,8.2
448,サーフゴー,倒されたわざ,3,テラバースト,5.0
449,サーフゴー,倒されたわざ,4,すいりゅうれんだ,4.6
450,サーフゴー,倒されたわざ,5,ムーンフォース,3.6
451,サーフゴー,倒されたわざ,6,かみくだく,3.3
452,サーフゴー,倒されたわざ,7,１０まんボルト,3.1
453,サーフゴー,倒されたわざ,8,あんこくきょうだ,3.0
454,サーフゴー,倒されたわざ,9,ハイドロポンプ,2.8
455,サーフゴー,倒されたわざ,10,ふいうち,2.4
456,ヒードラン,覚えているわざ,1,だいちのちから,88.8
457,ヒードラン,覚えているわざ,2,マグマストーム,80.0
458,ヒードラン,覚えているわざ,3,ラスターカノン,54.2
459,ヒードラン,覚えているわざ,4,テラバースト,43.3
460,ヒードラン,覚えているわざ,5,ちょうはつ,27.8
461,ヒードラン,覚えているわざ,6,まもる,25.0
462,ヒードラン,覚えているわざ,7,みがわり,17.4
463,ヒードラン,覚えているわざ,8,ふんえん,12.4
464,ヒードラン,覚えているわざ,9,ヘビーボンバー,10.5
465,ヒードラン,覚えているわざ,10,おにび,9.0
466,ヒードラン,とくせい,1,もらいび,92.9
467,ヒードラン,とくせい,2,ほのおのからだ,7.1
468,ヒードラン,せいかく,1,ひかえめ,50.2
469,ヒードラン,せいかく,2,おだやか,32.3
470,ヒードラン,せいかく,3,おくびょう,7.8
471,ヒードラン,せいかく,4,ずぶとい,5.9
472,ヒードラン,せいかく,5,れいせい,1.0
473,ヒードラン,せいかく,6,なまいき,0.4
474,ヒードラン,せいかく,7,のんき,0.3
475,ヒードラン,せいかく,8,わんぱく,0.2
476,ヒードラン,せいかく,9,まじめ,0.2
477,ヒードラン,せいかく,10,うっかりや,0.2
478,ヒードラン,もちもの,1,とつげきチョッキ,44.6
479,ヒードラン,もちもの,2,たべのこし,38.1
480,ヒードラン,もちもの,3,ふうせん,4.7
481,ヒードラン,もちもの,4,ゴツゴツメット,3.6
482,ヒードラン,もちもの,5,オボンのみ,3.2
483,ヒードラン,もちもの,6,こだわりメガネ,2.1
484,ヒードラン,もちもの,7,こだわりスカーフ,0.8
